customer_id,total_revenue,avg_monthly_revenue,months_active,churned,contract,engagement_score,segment,segment_name
8480-PPONV,7164.099999999999,115.55,62,0,Two year,High,3,New & Unstable
8481-YYXWG,446.75,89.35,5,1,Month-to-month,High,1,At-Risk Loyalists
8485-GJCDN,345.25,69.05,5,1,Month-to-month,Medium,1,At-Risk Loyalists
8486-AYEQH,2357.5499999999997,76.05,31,0,Month-to-month,High,1,At-Risk Loyalists
8490-BXHEO,1449.8999999999999,80.55,18,0,Month-to-month,High,1,At-Risk Loyalists
8495-LJDFO,6972.8,108.95,64,0,Month-to-month,High,3,New & Unstable
8495-PRWFH,2337.2999999999997,55.64999999999999,42,0,Month-to-month,Medium,2,Price-Sensitive
8496-DMZUK,2712.0,90.4,30,0,One year,High,1,At-Risk Loyalists
8496-EJAUI,1403.1499999999999,73.85,19,1,Month-to-month,High,1,At-Risk Loyalists
8498-XXGWA,3584.75,55.15,65,0,Month-to-month,Medium,2,Price-Sensitive
8499-BRXTD,361.8,20.1,18,0,One year,Low,0,Champions
8510-AWCXC,1310.3999999999999,100.79999999999998,13,1,Month-to-month,High,1,At-Risk Loyalists
8510-BBWMU,809.75,19.75,41,0,One year,Low,2,Price-Sensitive
8510-TMWYB,3229.2,59.8,54,0,Two year,Medium,2,Price-Sensitive
8512-WIWYV,651.2,20.35,32,0,One year,Low,0,Champions
8513-OLYGY,8337.6,115.80000000000001,72,0,Two year,High,3,New & Unstable
8514-VZHEB,1150.5,19.5,59,0,Two year,Low,2,Price-Sensitive
8515-OCTJS,618.75,24.75,25,1,Two year,Low,0,Champions
8519-IMDHU,1284.0,85.6,15,1,Month-to-month,High,1,At-Risk Loyalists
8519-QJGJD,1054.8999999999999,75.35,14,1,Month-to-month,High,1,At-Risk Loyalists
8532-UEFWH,1339.0,25.75,52,0,Two year,Low,2,Price-Sensitive
8535-SFUTN,6493.45,106.45,61,0,Month-to-month,High,3,New & Unstable
8540-ZQGEA,1082.7,20.05,54,0,Two year,Low,2,Price-Sensitive
8541-QVFKM,588.0,73.5,8,0,Month-to-month,High,1,At-Risk Loyalists
8543-MSDMF,232.20000000000002,77.4,3,0,Month-to-month,High,1,At-Risk Loyalists
8544-GOQSH,1120.7,80.05,14,0,Month-to-month,High,1,At-Risk Loyalists
8544-JNBOX,1497.6000000000001,20.8,72,0,Two year,Low,2,Price-Sensitive
8547-NSBBO,3386.25,96.75,35,0,Month-to-month,High,1,At-Risk Loyalists
8548-AWOFC,4214.1,63.85000000000001,66,0,Month-to-month,Medium,3,New & Unstable
8550-XSXUQ,3386.3999999999996,70.55,48,0,One year,High,3,New & Unstable
8552-OBVRU,5016.0,104.5,48,0,Month-to-month,High,3,New & Unstable
8559-CIZFV,1627.5,77.5,21,1,One year,High,1,At-Risk Loyalists
8559-WNQZS,20.45,20.45,1,0,Two year,Low,0,Champions
8561-NMTBD,7527.45,112.35,67,0,One year,High,3,New & Unstable
8562-GHPPI,19.8,19.8,1,0,Month-to-month,Low,0,Champions
8563-IIOXK,348.25,49.75,7,1,One year,Medium,0,Champions
8563-OYMQY,1546.15,90.95,17,0,Month-to-month,High,1,At-Risk Loyalists
8564-LDKFL,4240.0,106.0,40,0,One year,High,3,New & Unstable
8565-CLBZW,2156.3999999999996,89.84999999999998,24,1,Month-to-month,High,1,At-Risk Loyalists
8565-HBFNN,7396.8,107.2,69,0,One year,High,3,New & Unstable
8565-WUXZU,6105.599999999999,84.8,72,0,Two year,High,3,New & Unstable
8566-YPRGL,19.5,19.5,1,0,Month-to-month,Low,0,Champions
8570-KLJYJ,1960.2,54.45,36,0,One year,Medium,2,Price-Sensitive
8571-ZCMCX,2820.0,60.0,47,0,Two year,Medium,2,Price-Sensitive
8573-CGOCC,316.0,19.75,16,0,Month-to-month,Low,0,Champions
8573-JGCZW,334.04999999999995,19.65,17,0,One year,Low,0,Champions
8577-QSOCG,767.6,20.2,38,0,Two year,Low,2,Price-Sensitive
8580-AECUZ,79.1,79.1,1,1,Month-to-month,High,1,At-Risk Loyalists
8580-QVLOC,6656.400000000001,92.45,72,1,Two year,High,3,New & Unstable
8582-KRHPJ,1750.0,35.0,50,0,Month-to-month,Low,2,Price-Sensitive
8584-KMVXD,604.8,75.6,8,0,Month-to-month,High,1,At-Risk Loyalists
8587-XYZSF,3386.85,50.55,67,0,Two year,Medium,2,Price-Sensitive
8590-OHDIW,771.4,20.3,38,0,One year,Low,2,Price-Sensitive
8590-YFFQO,4546.5,64.95,70,0,Two year,Medium,3,New & Unstable
8591-NXRCV,3060.65,74.65,41,0,Month-to-month,High,1,At-Risk Loyalists
8591-TKMZH,6554.9,111.1,59,0,Two year,High,3,New & Unstable
8592-PLTMQ,1580.8,24.7,64,0,One year,Low,2,Price-Sensitive
8593-WHYHV,255.89999999999998,85.3,3,1,Month-to-month,High,1,At-Risk Loyalists
8595-SIZNC,563.2,25.6,22,0,One year,Low,0,Champions
8597-CTXVJ,4546.5,64.95,70,0,One year,Medium,3,New & Unstable
8597-CWYHH,4057.0499999999997,94.35,43,0,One year,High,3,New & Unstable
8601-QACRS,253.0,50.6,5,1,Month-to-month,Medium,0,Champions
8603-IJWDN,86.6,86.6,1,1,Month-to-month,High,1,At-Risk Loyalists
8605-ITULD,19.55,19.55,1,0,Month-to-month,Low,0,Champions
8606-CIQUL,8334.0,115.75,72,0,Two year,High,3,New & Unstable
8606-OEGQZ,455.40000000000003,25.3,18,0,Two year,Low,0,Champions
8608-OZTLB,2813.9,74.05,38,0,One year,High,1,At-Risk Loyalists
8610-WFCJF,4684.4,95.6,49,1,Month-to-month,High,3,New & Unstable
8610-ZIKJJ,40.6,20.3,2,0,One year,Low,0,Champions
8612-GXIDD,304.79999999999995,25.399999999999995,12,0,Two year,Low,0,Champions
8614-VGMMV,736.5,49.1,15,1,Month-to-month,Medium,0,Champions
8617-ENBDS,220.79999999999998,73.6,3,0,Month-to-month,High,1,At-Risk Loyalists
8619-IJNDK,4547.55,64.05,71,0,Two year,Medium,3,New & Unstable
8620-RJPZN,20.7,20.7,1,0,Month-to-month,Low,0,Champions
8621-MNIHH,3204.5,94.25,34,1,Month-to-month,High,1,At-Risk Loyalists
8622-ZLFKO,544.5,90.75,6,0,Month-to-month,High,1,At-Risk Loyalists
8623-TMRBY,4294.2,84.2,51,1,Month-to-month,High,3,New & Unstable
8623-ULFNQ,1717.3,66.05,26,0,Month-to-month,Medium,1,At-Risk Loyalists
8624-GIOUT,2927.75,59.75,49,1,Month-to-month,Medium,2,Price-Sensitive
8625-AZYZY,2511.6000000000004,104.65000000000002,24,1,Month-to-month,High,1,At-Risk Loyalists
8626-PTQGE,4143.45,60.05,69,0,Two year,Medium,3,New & Unstable
8626-XHBIE,1388.8,24.8,56,0,Two year,Low,2,Price-Sensitive
8627-EHGIP,2373.8,53.95,44,1,One year,Medium,2,Price-Sensitive
8627-ZYGSZ,3708.3,78.9,47,0,One year,High,3,New & Unstable
8628-MFKAX,8406.0,116.75,72,0,Two year,High,3,New & Unstable
8630-FJLIB,1256.3999999999999,69.8,18,0,Month-to-month,Medium,1,At-Risk Loyalists
8630-QSGXK,3835.2000000000003,75.2,51,0,Two year,High,3,New & Unstable
8631-NBHFZ,5240.400000000001,79.4,66,1,Two year,High,3,New & Unstable
8631-WUXGY,4590.8,99.8,46,0,Month-to-month,High,3,New & Unstable
8631-XVRZL,181.35,20.15,9,0,One year,Low,0,Champions
8634-CILSZ,7224.3,104.7,69,1,One year,High,3,New & Unstable
8634-MPHTR,4702.349999999999,100.04999999999998,47,1,Month-to-month,High,3,New & Unstable
8637-XJIVR,947.4000000000001,78.95,12,1,Month-to-month,High,1,At-Risk Loyalists
8639-NHQEI,6904.8,95.9,72,0,Two year,High,3,New & Unstable
8640-SDGKB,297.6,74.4,4,1,Month-to-month,High,1,At-Risk Loyalists
8642-GVWRF,159.4,79.7,2,1,Month-to-month,High,1,At-Risk Loyalists
8644-XLFBW,71.65,71.65,1,1,Month-to-month,High,1,At-Risk Loyalists
8644-XYTSV,1686.3,40.15,42,0,Month-to-month,Medium,2,Price-Sensitive
8645-KOMJQ,5654.55,81.95,69,0,Two year,High,3,New & Unstable
8645-KWHJO,770.0,55.0,14,0,Month-to-month,Medium,0,Champions
8646-JCOMS,5976.3,90.55,66,0,One year,High,3,New & Unstable
8647-SDTWQ,4235.099999999999,74.3,57,0,Month-to-month,High,3,New & Unstable
8648-PFRMP,648.9,46.35,14,0,Month-to-month,Medium,0,Champions
8650-RHRKE,118.6,29.65,4,1,Month-to-month,Low,0,Champions
8651-ENBZX,6360.0,106.0,60,1,One year,High,3,New & Unstable
8652-YHIYU,1272.0,79.5,16,0,One year,High,1,At-Risk Loyalists
8654-DHAOW,108.3,54.15,2,0,Month-to-month,Medium,0,Champions
8659-HDIYE,4777.6,74.65,64,0,Month-to-month,High,3,New & Unstable
8659-IOOPU,7131.95,100.45,71,0,Two year,High,3,New & Unstable
8660-BUETV,134.25,44.75,3,0,Month-to-month,Medium,0,Champions
8661-BOYNW,6076.8,84.4,72,0,Two year,High,3,New & Unstable
8663-UPDGF,1807.0,69.5,26,0,Month-to-month,Medium,1,At-Risk Loyalists
8665-UTDHZ,30.2,30.2,1,1,Month-to-month,Low,0,Champions
8668-KNZTI,2795.0,53.75,52,0,One year,Medium,2,Price-Sensitive
8670-ERCJH,8164.8,113.4,72,0,Two year,High,3,New & Unstable
8670-MEFCP,3344.4,92.9,36,0,Two year,High,1,At-Risk Loyalists
8671-KKKOS,2095.2999999999997,45.55,46,0,Month-to-month,Medium,2,Price-Sensitive
8672-OAUPW,2440.35,47.85,51,0,One year,Medium,2,Price-Sensitive
8676-OOQEJ,122.0,30.5,4,0,Month-to-month,Low,0,Champions
8676-TRMJS,225.0,75.0,3,1,Month-to-month,High,1,At-Risk Loyalists
8677-HDZEE,5905.2,105.45,56,0,Month-to-month,High,3,New & Unstable
8679-JOEVF,950.4,59.4,16,1,Month-to-month,Medium,1,At-Risk Loyalists
8679-LZBMD,3988.6000000000004,90.65,44,0,One year,High,3,New & Unstable
8680-CGLTP,1703.75,58.75,29,0,One year,Medium,1,At-Risk Loyalists
8681-ICONS,598.8499999999999,20.65,29,0,Month-to-month,Low,0,Champions
8685-WHQPW,1636.8000000000002,74.4,22,1,Month-to-month,High,1,At-Risk Loyalists
8687-BAFGU,74.0,74.0,1,0,Month-to-month,High,1,At-Risk Loyalists
8690-UPCZI,2002.4499999999998,69.05,29,0,One year,Medium,1,At-Risk Loyalists
8690-ZVLCL,5984.0,88.0,68,0,Two year,High,3,New & Unstable
8695-ARGXZ,2568.7,75.55,34,0,Month-to-month,High,1,At-Risk Loyalists
8695-WDYEA,51.25,51.25,1,0,Month-to-month,Medium,0,Champions
8696-JKZNU,2821.25,76.25,37,1,Month-to-month,High,1,At-Risk Loyalists
8699-ASUFO,520.8000000000001,74.4,7,1,Month-to-month,High,1,At-Risk Loyalists
8701-DGLVH,1042.95,20.45,51,0,Two year,Low,2,Price-Sensitive
8705-DWKTI,4357.599999999999,83.79999999999998,52,0,Month-to-month,High,3,New & Unstable
8705-WZCYL,44.8,44.8,1,0,Month-to-month,Medium,0,Champions
8706-HRADD,914.55,43.55,21,0,Month-to-month,Medium,0,Champions
8707-HOEDG,7714.0,110.2,70,0,Two year,High,3,New & Unstable
8707-RMEZH,6023.7,87.3,69,0,One year,High,3,New & Unstable
8708-XPXHZ,3956.4,94.2,42,1,Month-to-month,High,3,New & Unstable
8709-KRDVL,3300.0,100.0,33,0,Month-to-month,High,1,At-Risk Loyalists
8710-YGLWG,44.9,44.9,1,0,Month-to-month,Medium,0,Champions
8711-LOBKY,1171.15,19.85,59,0,Two year,Low,2,Price-Sensitive
8713-IGZSO,49.7,24.85,2,0,Month-to-month,Low,0,Champions
8714-CTZJW,331.4,82.85,4,0,Month-to-month,High,1,At-Risk Loyalists
8714-EUHJO,2825.65,91.15,31,1,Month-to-month,High,1,At-Risk Loyalists
8715-KKTFG,6301.3,103.3,61,0,One year,High,3,New & Unstable
8717-VCTXJ,821.1,19.55,42,0,One year,Low,2,Price-Sensitive
8718-PTMEZ,403.65000000000003,31.050000000000004,13,1,Month-to-month,Low,0,Champions
8720-RQSBJ,44.0,44.0,1,0,Month-to-month,Medium,0,Champions
8722-NGNBH,200.0,40.0,5,1,Month-to-month,Low,0,Champions
8722-PRFDV,5506.05,77.55,71,0,Two year,High,3,New & Unstable
8725-JEDFD,1864.35,69.05,27,0,Month-to-month,Medium,1,At-Risk Loyalists
8727-JQFHV,1182.75,20.75,57,0,Two year,Low,2,Price-Sensitive
8727-XDPUD,1324.6,35.8,37,0,Two year,Low,2,Price-Sensitive
8728-SKJLR,3044.25,74.25,41,0,Month-to-month,High,1,At-Risk Loyalists
8731-WBBMB,2129.4,81.9,26,0,Month-to-month,High,1,At-Risk Loyalists
8734-DKSTZ,859.5,85.95,10,0,Month-to-month,High,1,At-Risk Loyalists
8734-FNWVH,1850.7,59.7,31,0,Month-to-month,Medium,1,At-Risk Loyalists
8735-DCXNF,549.5,54.95,10,0,Month-to-month,Medium,0,Champions
8735-IJJEG,702.8000000000001,50.2,14,0,Month-to-month,Medium,0,Champions
8735-NBLWT,183.6,20.4,9,0,Month-to-month,Low,0,Champions
8735-SDUFN,1749.6000000000001,24.3,72,0,Two year,Low,2,Price-Sensitive
8738-JOKAR,2843.4,67.7,42,0,One year,Medium,2,Price-Sensitive
8739-QOTTN,40.7,20.35,2,0,Month-to-month,Low,0,Champions
8739-WWKDU,2237.5,89.5,25,1,Month-to-month,High,1,At-Risk Loyalists
8739-XNIKG,420.0,84.0,5,0,Month-to-month,High,1,At-Risk Loyalists
8740-CRYFY,78.95,78.95,1,1,Month-to-month,High,1,At-Risk Loyalists
8740-XLHDR,216.25,43.25,5,1,Month-to-month,Medium,0,Champions
8741-LQOBK,1612.3,35.05,46,0,Month-to-month,Low,2,Price-Sensitive
8745-PVESG,2342.7000000000003,41.1,57,0,One year,Medium,2,Price-Sensitive
8746-BFOAJ,430.5,20.5,21,0,One year,Low,0,Champions
8746-OQQRW,101.0,25.25,4,0,Month-to-month,Low,0,Champions
8747-UDCOI,1257.75,19.35,65,0,Two year,Low,2,Price-Sensitive
8748-HFWBO,378.09999999999997,19.9,19,0,One year,Low,0,Champions
8749-CLJXC,20.05,20.05,1,0,Month-to-month,Low,0,Champions
8749-JMNKX,4783.8,93.8,51,1,Month-to-month,High,3,New & Unstable
8749-TZYEC,1785.6000000000001,24.8,72,0,Two year,Low,2,Price-Sensitive
8750-QWZAJ,1386.0,19.8,70,0,Two year,Low,2,Price-Sensitive
8751-EDEKA,2517.2000000000003,89.9,28,0,Month-to-month,High,1,At-Risk Loyalists
8752-GHJFU,6532.0,92.0,71,0,One year,High,3,New & Unstable
8752-IMQOS,100.5,20.1,5,0,One year,Low,0,Champions
8752-STIVR,316.0,79.0,4,1,Month-to-month,High,1,At-Risk Loyalists
8755-IWJHN,6579.15,95.35,69,0,Month-to-month,High,3,New & Unstable
8755-OGKNA,1111.5,19.5,57,0,Two year,Low,2,Price-Sensitive
8756-RDDLT,3056.6000000000004,44.95,68,0,Month-to-month,Medium,2,Price-Sensitive
8757-TFHHJ,49.8,49.8,1,0,Month-to-month,Medium,0,Champions
8760-ZRHKE,4913.2,69.2,71,0,One year,Medium,3,New & Unstable
8761-NSOBC,4424.2,100.55,44,1,Month-to-month,High,3,New & Unstable
8763-KIAFH,554.85,20.55,27,0,One year,Low,0,Champions
8766-PAFNE,5616.099999999999,79.1,71,0,Two year,High,3,New & Unstable
8769-KKTPH,6277.950000000001,99.65,63,0,One year,High,3,New & Unstable
8773-HHUOZ,1099.9,64.7,17,1,Month-to-month,Medium,1,At-Risk Loyalists
8774-GSBUN,1828.8,25.4,72,0,Two year,Low,2,Price-Sensitive
8775-CEBBJ,397.8,44.2,9,1,Month-to-month,Medium,0,Champions
8775-ERLNB,74.3,74.3,1,0,Month-to-month,High,1,At-Risk Loyalists
8775-LHDJH,90.6,90.6,1,1,Month-to-month,High,1,At-Risk Loyalists
8777-MBMTS,6880.25,105.85,65,0,Two year,High,3,New & Unstable
8777-PVYGU,3343.6,64.3,52,0,One year,Medium,2,Price-Sensitive
8778-LMWTJ,673.65,74.85,9,0,Month-to-month,High,1,At-Risk Loyalists
8779-QRDMV,39.65,39.65,1,1,Month-to-month,Low,0,Champions
8779-YIQQA,415.8,19.8,21,0,One year,Low,0,Champions
8780-IHCRN,1552.9499999999998,24.65,63,0,Two year,Low,2,Price-Sensitive
8780-IXSTS,540.5999999999999,90.09999999999998,6,1,Month-to-month,High,1,At-Risk Loyalists
8780-RSYYU,480.0,19.2,25,0,Month-to-month,Low,0,Champions
8780-YRMTT,3128.4,47.4,66,0,Two year,Medium,2,Price-Sensitive
8782-LKFPK,3977.6000000000004,90.4,44,0,Month-to-month,High,3,New & Unstable
8782-NUUOL,4740.0,79.0,60,0,One year,High,3,New & Unstable
8784-CGILN,1797.3,99.85,18,1,Month-to-month,High,1,At-Risk Loyalists
8785-CJSHH,5988.0,99.8,60,0,Month-to-month,High,3,New & Unstable
8785-EPNCG,254.64999999999998,23.15,11,1,Month-to-month,Low,0,Champions
8788-DOXSU,3619.65,61.35,59,0,One year,Medium,2,Price-Sensitive
8791-GFXLZ,588.5999999999999,49.04999999999999,12,0,Month-to-month,Medium,0,Champions
8792-AOROI,524.0,65.5,8,0,Two year,Medium,1,At-Risk Loyalists
8799-OXZMD,833.0,29.75,28,0,Month-to-month,Low,0,Champions
8800-JOOCF,1008.5999999999999,84.05,12,0,Month-to-month,High,1,At-Risk Loyalists
8800-ZKRFW,3225.0,107.5,30,0,Month-to-month,High,1,At-Risk Loyalists
8802-UNOJF,1005.5999999999999,83.8,12,1,Month-to-month,High,1,At-Risk Loyalists
8805-JNRAZ,98.4,49.2,2,0,Month-to-month,Medium,0,Champions
8806-EAGWC,165.45,55.15,3,1,Month-to-month,Medium,0,Champions
8807-ARQET,1654.3500000000001,40.35,41,0,Month-to-month,Medium,2,Price-Sensitive
8807-OPMBM,1410.75,25.65,55,0,Two year,Low,2,Price-Sensitive
8808-ELEHO,650.0,81.25,8,1,Month-to-month,High,1,At-Risk Loyalists
8809-RIHDD,7444.8,103.4,72,1,Two year,High,3,New & Unstable
8809-XKHMD,7239.599999999999,100.55,72,0,Two year,High,3,New & Unstable
8812-ZRHFP,2593.5,86.45,30,0,One year,High,1,At-Risk Loyalists
8815-LMFLX,635.0,25.4,25,0,Month-to-month,Low,0,Champions
8816-VXNZD,75.1,75.1,1,1,Month-to-month,High,1,At-Risk Loyalists
8818-DOPVL,4804.7,104.45,46,0,Month-to-month,High,3,New & Unstable
8818-XYFCQ,3185.6,99.55,32,1,Month-to-month,High,1,At-Risk Loyalists
8819-IMISP,2493.9500000000003,80.45,31,0,Month-to-month,High,1,At-Risk Loyalists
8819-WFGGJ,3678.8,54.1,68,0,Two year,Medium,2,Price-Sensitive
8819-ZBYNA,6327.799999999999,109.1,58,0,Two year,High,3,New & Unstable
8821-KVZKQ,4088.0,58.4,70,0,One year,Medium,3,New & Unstable
8821-XNHVZ,80.05,80.05,1,1,Month-to-month,High,1,At-Risk Loyalists
8822-KNBHV,4005.6000000000004,83.45,48,0,One year,High,3,New & Unstable
8823-RLPWL,7966.8,110.65,72,0,Two year,High,3,New & Unstable
8824-RWFXJ,168.45,56.15,3,1,Month-to-month,Medium,0,Champions
8835-VSDSE,141.4,70.7,2,1,Month-to-month,High,1,At-Risk Loyalists
8837-VVWLQ,679.6,84.95,8,1,Month-to-month,High,1,At-Risk Loyalists
8838-GPHZP,1297.8000000000002,20.6,63,0,Two year,Low,2,Price-Sensitive
8840-DQLGN,3517.5,100.5,35,1,Month-to-month,High,3,New & Unstable
8844-TONUD,1256.45,96.65,13,1,Month-to-month,High,1,At-Risk Loyalists
8845-LWKGE,1935.0,64.5,30,0,One year,Medium,1,At-Risk Loyalists
8847-GEOOQ,3612.0,60.2,60,0,Month-to-month,Medium,2,Price-Sensitive
8849-AYPTR,3011.25,91.25,33,0,Month-to-month,High,1,At-Risk Loyalists
8849-GYOKR,5753.7,106.55,54,1,One year,High,3,New & Unstable
8849-PRIQJ,7329.8,109.4,67,0,One year,High,3,New & Unstable
8851-RAGOV,1776.25,71.05,25,0,Month-to-month,High,1,At-Risk Loyalists
8853-TZDGH,8035.2,111.6,72,0,Two year,High,3,New & Unstable
8854-CCVSQ,1451.7,80.65,18,1,Month-to-month,High,1,At-Risk Loyalists
8857-CUPFQ,1212.75,19.25,63,0,Two year,Low,2,Price-Sensitive
8859-AXJZP,928.2,23.8,39,0,Two year,Low,2,Price-Sensitive
8859-DZTGQ,671.5500000000001,20.35,33,0,Two year,Low,0,Champions
8859-YSTWS,957.5999999999999,19.95,48,0,One year,Low,2,Price-Sensitive
8861-HGGKB,864.5,86.45,10,1,Month-to-month,High,1,At-Risk Loyalists
8865-TNMNX,495.5,49.55,10,0,One year,Medium,0,Champions
8868-GAGIO,3804.75,84.55,45,0,Month-to-month,High,3,New & Unstable
8868-WOZGU,2959.6,105.7,28,1,Month-to-month,High,1,At-Risk Loyalists
8869-LIHMK,7366.4,115.1,64,0,Two year,High,3,New & Unstable
8869-TORSS,2896.8,60.35,48,1,One year,Medium,2,Price-Sensitive
8871-JLMHM,6133.6,90.2,68,0,Two year,High,3,New & Unstable
8873-GLDMH,443.09999999999997,73.85,6,0,Month-to-month,High,1,At-Risk Loyalists
8873-TMKGR,553.9000000000001,19.1,29,0,One year,Low,0,Champions
8874-EJNSR,982.8,25.2,39,0,Two year,Low,2,Price-Sensitive
8875-AKBYH,1687.0,84.35,20,0,Month-to-month,High,1,At-Risk Loyalists
8878-HMWBV,147.45,49.15,3,1,Month-to-month,Medium,0,Champions
8878-RYUKI,3091.4,59.45,52,0,Month-to-month,Medium,2,Price-Sensitive
8879-XUAHX,8253.75,116.25,71,0,Two year,High,3,New & Unstable
8879-ZKJOF,3273.85,79.85,41,0,One year,High,3,New & Unstable
8882-TLVRW,2697.9,39.1,69,0,Two year,Low,2,Price-Sensitive
8883-ANODQ,5739.200000000001,84.4,68,0,Two year,High,3,New & Unstable
8883-GRDWQ,1080.0,54.0,20,0,One year,Medium,0,Champions
8884-ADFVN,713.65,101.95,7,1,Month-to-month,High,1,At-Risk Loyalists
8884-FEEWR,721.0,20.6,35,0,One year,Low,2,Price-Sensitive
8884-MRNSU,338.29999999999995,19.9,17,0,One year,Low,0,Champions
8885-QSQBX,49.55,49.55,1,0,Month-to-month,Medium,0,Champions
8887-IPQNC,309.75,44.25,7,0,Month-to-month,Medium,0,Champions
8894-JVDCV,7133.099999999999,115.05,62,0,One year,High,3,New & Unstable
8896-BQTTI,25.0,25.0,1,0,Month-to-month,Low,0,Champions
8896-RAZCR,875.5999999999999,19.9,44,0,Two year,Low,2,Price-Sensitive
8898-KASCD,1386.4499999999998,35.55,39,0,One year,Low,2,Price-Sensitive
8901-HJXTF,350.4,29.2,12,1,Month-to-month,Low,0,Champions
8901-UPRHR,7862.400000000001,109.2,72,0,Two year,High,3,New & Unstable
8902-ZEOVF,942.35,20.05,47,0,One year,Low,2,Price-Sensitive
8903-WMRNW,1526.25,101.75,15,0,Month-to-month,High,1,At-Risk Loyalists
8903-XEBGX,110.6,55.3,2,0,Month-to-month,Medium,0,Champions
8904-OPDCK,1347.3,24.95,54,0,Month-to-month,Low,2,Price-Sensitive
8905-IAZPF,6599.85,95.65,69,0,One year,High,3,New & Unstable
8908-NMQTX,4723.2,65.6,72,0,Two year,Medium,3,New & Unstable
8908-SLFCJ,437.85,20.85,21,0,Two year,Low,0,Champions
8909-BOLNL,63.599999999999994,21.2,3,0,One year,Low,0,Champions
8910-ICHIU,4399.900000000001,95.65,46,0,One year,High,3,New & Unstable
8910-LEDAG,2432.7,71.55,34,0,Month-to-month,High,1,At-Risk Loyalists
8914-RBTSB,2907.7999999999997,93.8,31,1,Month-to-month,High,1,At-Risk Loyalists
8915-NNTRC,7754.400000000001,107.7,72,0,Two year,High,3,New & Unstable
8917-FAEMR,734.45,19.85,37,0,Two year,Low,2,Price-Sensitive
8917-SZTTJ,1179.0,19.65,60,0,Two year,Low,2,Price-Sensitive
8919-FYFQZ,1335.4,30.35,44,1,Month-to-month,Low,2,Price-Sensitive
8920-NAVAY,6866.5,110.75,62,0,One year,High,3,New & Unstable
8922-LIEGH,2242.5,89.7,25,1,Month-to-month,High,1,At-Risk Loyalists
8922-NPKBJ,812.7,19.35,42,0,Two year,Low,2,Price-Sensitive
8929-KSWIH,2482.5,99.3,25,0,Two year,High,1,At-Risk Loyalists
8930-XOTDP,1007.1,55.95,18,0,Month-to-month,Medium,1,At-Risk Loyalists
8931-GJJIQ,749.6999999999999,83.3,9,1,Month-to-month,High,1,At-Risk Loyalists
8932-CZHRQ,5219.0,76.75,68,0,One year,High,3,New & Unstable
8937-RDTHP,84.6,84.6,1,1,Month-to-month,High,1,At-Risk Loyalists
8938-UMKPI,5000.8,106.4,47,1,Month-to-month,High,3,New & Unstable
8942-DBMHZ,245.39999999999998,20.45,12,0,Month-to-month,Low,0,Champions
8943-URTMR,159.3,79.65,2,1,Month-to-month,High,1,At-Risk Loyalists
8944-AILEF,291.75,19.45,15,0,Month-to-month,Low,0,Champions
8945-GRKHX,78.65,78.65,1,1,Month-to-month,High,1,At-Risk Loyalists
8945-MUQUF,4834.8,94.8,51,1,One year,High,3,New & Unstable
8946-BFWSG,1590.75,25.25,63,0,Two year,Low,2,Price-Sensitive
8947-YRTDV,3033.6,94.8,32,0,One year,High,1,At-Risk Loyalists
8949-JTMAY,2859.3999999999996,98.6,29,1,Month-to-month,High,1,At-Risk Loyalists
8950-MTZNV,44.95,44.95,1,0,Month-to-month,Medium,0,Champions
8952-WCVCD,4282.45,104.44999999999999,41,0,One year,High,3,New & Unstable
8957-THMOA,1007.4999999999999,20.15,50,0,Two year,Low,2,Price-Sensitive
8958-JPTRR,1360.8,24.3,56,0,One year,Low,2,Price-Sensitive
8961-QDZZJ,5415.0,95.0,57,0,One year,High,3,New & Unstable
8963-JLGJT,167.7,55.9,3,0,Month-to-month,Medium,0,Champions
8963-MQVYN,452.1,20.55,22,0,Month-to-month,Low,0,Champions
8966-KZXXA,903.6,25.1,36,0,Two year,Low,2,Price-Sensitive
8966-OIQHG,456.5,20.75,22,0,One year,Low,0,Champions
8966-SNIZF,1361.5,19.45,70,0,Two year,Low,2,Price-Sensitive
8967-SZQAS,706.3000000000001,50.45,14,0,Month-to-month,Medium,0,Champions
8969-PRHFK,353.7,19.65,18,0,One year,Low,0,Champions
8970-ANWXO,1696.25,73.75,23,0,One year,High,1,At-Risk Loyalists
8972-HJWNV,591.85,84.55,7,1,Month-to-month,High,1,At-Risk Loyalists
8974-OVACP,20.15,20.15,1,0,Month-to-month,Low,0,Champions
8975-SKGRX,8243.1,116.10000000000001,71,0,Two year,High,3,New & Unstable
8976-OQHGT,226.0,56.5,4,1,Month-to-month,Medium,0,Champions
8979-CAMGB,6534.4,102.1,64,0,One year,High,3,New & Unstable
8980-WQFWL,2173.5,62.1,35,0,Month-to-month,Medium,1,At-Risk Loyalists
8981-FJGLA,858.0,78.0,11,0,Month-to-month,High,1,At-Risk Loyalists
8982-NHAVY,2713.5,100.5,27,0,One year,High,1,At-Risk Loyalists
8984-EYLLL,6736.0,105.25,64,0,Two year,High,3,New & Unstable
8984-HPEMB,8424.15,118.64999999999999,71,0,Two year,High,3,New & Unstable
8985-OOPOS,74.1,74.1,1,0,One year,High,1,At-Risk Loyalists
8988-ECPJR,2706.3999999999996,79.6,34,1,Month-to-month,High,1,At-Risk Loyalists
8990-YOZLV,4616.1,66.9,69,0,Two year,Medium,3,New & Unstable
